use evern; 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-09', '2017-08-09', 89); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (43.523968, TRUE, TRUE, 'example message', 'image path', 151, 1, 224); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.926315, TRUE, TRUE, 'example message', 'image path', 310, 6, 225); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (71.87187, TRUE, TRUE, 'example message', 'image path', 353, 5, 226); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (49.142582, TRUE, TRUE, 'example message', 'image path', 1, 4, 227); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (17.268908, TRUE, TRUE, 'example message', 'image path', 270, 1, 228); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (0.30298436, TRUE, TRUE, 'example message', 'image path', 348, 7, 229); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (89.01327, TRUE, TRUE, 'example message', 'image path', 380, 8, 230); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (84.31884, TRUE, TRUE, 'example message', 'image path', 267, 2, 231); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (28.372934, TRUE, TRUE, 'example message', 'image path', 24, 2, 232); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.194244, TRUE, TRUE, 'example message', 'image path', 85, 5, 233); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (23.165236, TRUE, TRUE, 'example message', 'image path', 160, 2, 234); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.117893, TRUE, TRUE, 'example message', 'image path', 232, 6, 235); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (27.745625, TRUE, TRUE, 'example message', 'image path', 86, 6, 236); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (61.420387, TRUE, TRUE, 'example message', 'image path', 153, 7, 237); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (96.076706, TRUE, TRUE, 'example message', 'image path', 345, 3, 238); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.244754, TRUE, TRUE, 'example message', 'image path', 222, 8, 239); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (34.129913, TRUE, TRUE, 'example message', 'image path', 29, 7, 240); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.86479, TRUE, TRUE, 'example message', 'image path', 143, 7, 241); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (66.16907, TRUE, TRUE, 'example message', 'image path', 165, 8, 242); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.1639, TRUE, TRUE, 'example message', 'image path', 37, 8, 243); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.82512, TRUE, TRUE, 'example message', 'image path', 387, 3, 244); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.42243, TRUE, TRUE, 'example message', 'image path', 222, 1, 245); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (43.330128, TRUE, TRUE, 'example message', 'image path', 197, 2, 246); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.00836, TRUE, TRUE, 'example message', 'image path', 262, 4, 247); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (85.557724, TRUE, TRUE, 'example message', 'image path', 20, 3, 248); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.7653, TRUE, TRUE, 'example message', 'image path', 299, 1, 249); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.028385, TRUE, TRUE, 'example message', 'image path', 247, 8, 250); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.97288, TRUE, TRUE, 'example message', 'image path', 79, 1, 251); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.87731, TRUE, TRUE, 'example message', 'image path', 107, 9, 252); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.03357, TRUE, TRUE, 'example message', 'image path', 169, 8, 253); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.7362814, TRUE, TRUE, 'example message', 'image path', 141, 4, 254); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.020664, TRUE, TRUE, 'example message', 'image path', 272, 1, 255); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.02133, TRUE, TRUE, 'example message', 'image path', 145, 3, 256); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.596458, TRUE, TRUE, 'example message', 'image path', 233, 3, 257); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.405033, TRUE, TRUE, 'example message', 'image path', 341, 5, 258); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (67.455986, TRUE, TRUE, 'example message', 'image path', 47, 3, 259); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.133866, TRUE, TRUE, 'example message', 'image path', 80, 5, 260); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (47.436726, TRUE, TRUE, 'example message', 'image path', 226, 4, 261); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.86246, TRUE, TRUE, 'example message', 'image path', 230, 4, 262); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (62.0121, TRUE, TRUE, 'example message', 'image path', 102, 6, 263); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.03986, TRUE, TRUE, 'example message', 'image path', 217, 4, 264); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.498184, TRUE, TRUE, 'example message', 'image path', 17, 2, 265); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (56.50918, TRUE, TRUE, 'example message', 'image path', 99, 8, 266); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.57727, TRUE, TRUE, 'example message', 'image path', 369, 5, 267); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.46787, TRUE, TRUE, 'example message', 'image path', 5, 7, 268); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (42.495533, TRUE, TRUE, 'example message', 'image path', 66, 9, 269); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (84.56745, TRUE, TRUE, 'example message', 'image path', 43, 1, 270); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (85.528725, TRUE, TRUE, 'example message', 'image path', 344, 7, 271); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (14.680587, TRUE, TRUE, 'example message', 'image path', 144, 2, 272); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (10.221091, TRUE, TRUE, 'example message', 'image path', 201, 9, 273); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.390879, TRUE, TRUE, 'example message', 'image path', 296, 4, 274); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.86747, TRUE, TRUE, 'example message', 'image path', 2, 5, 275); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.91393, TRUE, TRUE, 'example message', 'image path', 228, 4, 276); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.293125, TRUE, TRUE, 'example message', 'image path', 217, 9, 277); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (30.97194, TRUE, TRUE, 'example message', 'image path', 138, 2, 278); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (90.94424, TRUE, TRUE, 'example message', 'image path', 20, 1, 279); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.841896, TRUE, TRUE, 'example message', 'image path', 145, 7, 280); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (67.575615, TRUE, TRUE, 'example message', 'image path', 122, 7, 281); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (53.788517, TRUE, TRUE, 'example message', 'image path', 95, 1, 282); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (74.53972, TRUE, TRUE, 'example message', 'image path', 221, 9, 283); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (31.475664, TRUE, TRUE, 'example message', 'image path', 287, 6, 284); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (32.1595, TRUE, TRUE, 'example message', 'image path', 366, 4, 285); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.509155, TRUE, TRUE, 'example message', 'image path', 292, 9, 286); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.409767, TRUE, TRUE, 'example message', 'image path', 354, 3, 287); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.472017, TRUE, TRUE, 'example message', 'image path', 339, 6, 288); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.830574, TRUE, TRUE, 'example message', 'image path', 15, 1, 289); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.8309684, TRUE, TRUE, 'example message', 'image path', 12, 9, 290); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (65.12891, TRUE, TRUE, 'example message', 'image path', 370, 5, 291); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (64.767395, TRUE, TRUE, 'example message', 'image path', 276, 1, 292); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (94.35929, TRUE, TRUE, 'example message', 'image path', 182, 3, 293); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.852823, TRUE, TRUE, 'example message', 'image path', 375, 7, 294); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (33.163265, TRUE, TRUE, 'example message', 'image path', 239, 5, 295); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.770409, TRUE, TRUE, 'example message', 'image path', 224, 1, 296); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (26.733103, TRUE, TRUE, 'example message', 'image path', 171, 9, 297); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.890465, TRUE, TRUE, 'example message', 'image path', 104, 7, 298); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.57655, TRUE, TRUE, 'example message', 'image path', 88, 1, 299); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (98.03697, TRUE, TRUE, 'example message', 'image path', 379, 8, 300); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (86.611786, TRUE, TRUE, 'example message', 'image path', 364, 9, 301); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (42.5191, TRUE, TRUE, 'example message', 'image path', 262, 2, 302); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (27.620405, TRUE, TRUE, 'example message', 'image path', 366, 4, 303); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (45.4187, TRUE, TRUE, 'example message', 'image path', 237, 9, 304); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (41.821743, TRUE, TRUE, 'example message', 'image path', 137, 2, 305); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.882875, TRUE, TRUE, 'example message', 'image path', 218, 7, 306); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (36.68319, TRUE, TRUE, 'example message', 'image path', 196, 8, 307); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (95.11654, TRUE, TRUE, 'example message', 'image path', 45, 2, 308); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.615087, TRUE, TRUE, 'example message', 'image path', 145, 7, 309); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.939518, TRUE, TRUE, 'example message', 'image path', 44, 5, 310); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.66883, TRUE, TRUE, 'example message', 'image path', 238, 1, 311); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (25.888052, TRUE, TRUE, 'example message', 'image path', 113, 5, 312); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.70467, TRUE, TRUE, 'example message', 'image path', 201, 5, 313); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.312485, TRUE, TRUE, 'example message', 'image path', 20, 1, 314); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (19.850004, TRUE, TRUE, 'example message', 'image path', 132, 7, 315); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (5.8481946, TRUE, TRUE, 'example message', 'image path', 327, 4, 316); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.74636, TRUE, TRUE, 'example message', 'image path', 359, 1, 317); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.801697, TRUE, TRUE, 'example message', 'image path', 337, 9, 318); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (16.58768, TRUE, TRUE, 'example message', 'image path', 29, 5, 319); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (47.86979, TRUE, TRUE, 'example message', 'image path', 42, 2, 320); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.97488, TRUE, TRUE, 'example message', 'image path', 341, 6, 321); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.357925, TRUE, TRUE, 'example message', 'image path', 243, 2, 322); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (17.031643, TRUE, TRUE, 'example message', 'image path', 335, 6, 323); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (16.531343, TRUE, TRUE, 'example message', 'image path', 283, 2, 324); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.109915, TRUE, TRUE, 'example message', 'image path', 93, 8, 325); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (32.454807, TRUE, TRUE, 'example message', 'image path', 150, 8, 326); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (55.014206, TRUE, TRUE, 'example message', 'image path', 113, 6, 327); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (72.87623, TRUE, TRUE, 'example message', 'image path', 328, 9, 328); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (98.43414, TRUE, TRUE, 'example message', 'image path', 309, 1, 329); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (27.296326, TRUE, TRUE, 'example message', 'image path', 274, 2, 330); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.82214, TRUE, TRUE, 'example message', 'image path', 62, 7, 331); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (51.93868, TRUE, TRUE, 'example message', 'image path', 344, 8, 332); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (8.105089, TRUE, TRUE, 'example message', 'image path', 233, 1, 333); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (59.176567, TRUE, TRUE, 'example message', 'image path', 304, 5, 334); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (56.379375, TRUE, TRUE, 'example message', 'image path', 18, 9, 335); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (36.058502, TRUE, TRUE, 'example message', 'image path', 155, 7, 336); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (89.29782, TRUE, TRUE, 'example message', 'image path', 203, 5, 337); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (75.56241, TRUE, TRUE, 'example message', 'image path', 127, 3, 338); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (91.595695, TRUE, TRUE, 'example message', 'image path', 37, 7, 339); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (14.447633, TRUE, TRUE, 'example message', 'image path', 152, 9, 340); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (65.68579, TRUE, TRUE, 'example message', 'image path', 138, 8, 341); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.0987, TRUE, TRUE, 'example message', 'image path', 76, 5, 342); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (24.234386, TRUE, TRUE, 'example message', 'image path', 243, 1, 343); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (6.288363, TRUE, TRUE, 'example message', 'image path', 167, 4, 344); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (45.05208, TRUE, TRUE, 'example message', 'image path', 210, 4, 345); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (34.739513, TRUE, TRUE, 'example message', 'image path', 103, 1, 346); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (67.624344, TRUE, TRUE, 'example message', 'image path', 217, 3, 347); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (70.834175, TRUE, TRUE, 'example message', 'image path', 387, 5, 348); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.48355, TRUE, TRUE, 'example message', 'image path', 140, 2, 349); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.58772, TRUE, TRUE, 'example message', 'image path', 52, 5, 350); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.889893, TRUE, TRUE, 'example message', 'image path', 75, 2, 351); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (33.550724, TRUE, TRUE, 'example message', 'image path', 61, 8, 352); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.635722, TRUE, TRUE, 'example message', 'image path', 277, 4, 353); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (1.7793645, TRUE, TRUE, 'example message', 'image path', 1, 8, 354); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (15.094216, TRUE, TRUE, 'example message', 'image path', 278, 6, 355); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.275846, TRUE, TRUE, 'example message', 'image path', 256, 1, 356); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (34.965977, TRUE, TRUE, 'example message', 'image path', 301, 1, 357); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.877895, TRUE, TRUE, 'example message', 'image path', 266, 5, 358); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (85.78984, TRUE, TRUE, 'example message', 'image path', 258, 5, 359); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (31.693872, TRUE, TRUE, 'example message', 'image path', 110, 8, 360); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.618294, TRUE, TRUE, 'example message', 'image path', 175, 2, 361); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (49.74747, TRUE, TRUE, 'example message', 'image path', 180, 7, 362); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (37.942444, TRUE, TRUE, 'example message', 'image path', 100, 7, 363); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.110907, TRUE, TRUE, 'example message', 'image path', 388, 7, 364); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (61.802498, TRUE, TRUE, 'example message', 'image path', 333, 3, 365); 
